Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6
1915,26,18,27,41,42,28
1916,46,44,38,13,23,31
1917,14,28,18,17,22,3
1918,33,4,45,43,18,8
1919,20,21,49,10,5,43
1920,16,35,46,29,36,24
1921,4,7,44,2,46,45
1922,2,24,1,47,17,41
1923,44,45,16,34,13,32
1924,12,2,40,37,9,39
1925,9,11,48,25,45,16
1926,41,36,14,28,27,47
1927,20,22,23,18,35,5
1928,37,8,4,19,31,20
1929,3,40,16,46,44,33
1930,2,29,31,13,49,34
1931,15,34,46,31,45,26
1932,2,33,13,18,15,14
1933,17,9,31,43,25,24
1934,22,12,25,42,32,39
1935,14,34,4,39,47,31
1936,24,34,36,6,39,41
1937,27,11,49,47,28,26
1938,30,8,19,2,6,35
1939,28,7,2,5,11,20
1940,15,28,16,11,47,9
1941,22,30,36,48,35,13
1942,9,1,22,29,8,46
1943,32,7,33,48,15,5
1944,23,27,40,45,30,6
1945,39,1,14,48,10,26
1946,20,38,15,11,17,16
1947,41,48,15,5,44,47
1948,8,36,26,34,33,4
1949,39,8,31,9,20,24
1950,10,4,3,12,1,39
1951,38,1,45,10,22,46
1952,18,29,44,39,10,14
1953,6,1,4,26,16,8
1954,28,29,18,3,37,47
1955,15,33,17,44,1,46
1956,43,31,21,44,1,24
1957,2,16,10,4,15,49
1958,49,6,1,7,20,40
1959,31,13,15,23,25,42
1960,33,7,25,48,40,10
1961,27,12,41,10,21,18
1962,47,17,28,29,26,40
1963,18,21,8,2,19,1
1964,12,1,15,19,37,35
1965,3,25,34,39,20,30
1966,16,6,13,44,18,19
1967,19,43,41,46,35,40
1968,20,49,33,26,24,14
1969,24,22,43,26,16,37
1970,39,22,34,46,24,19
1971,12,26,31,24,20,36
1972,45,12,15,8,32,16
1973,18,14,10,39,31,29
1974,21,42,45,48,13,11
1975,35,37,33,1,6,12
1976,38,49,41,26,33,27
1977,28,15,41,14,23,31
1978,32,44,12,25,38,19
1979,3,35,6,42,46,23
1980,41,39,47,6,30,44
1981,49,9,40,38,18,39
1982,15,46,45,23,12,24
1983,41,20,43,2,25,47
1984,27,10,24,1,35,17
1985,43,7,42,10,30,17
1986,46,14,30,34,44,4
1987,15,38,29,43,8,10
1988,26,27,44,22,4,17
1989,42,19,7,16,33,4
1990,17,6,46,48,41,43
1991,40,22,31,2,42,3
1992,9,32,21,8,20,36
1993,35,1,28,16,23,37
1994,2,35,34,38,25,9
1995,20,16,47,14,37,4
1996,48,25,15,17,24,34
1997,21,40,37,9,2,5
1998,40,44,34,1,42,45
1999,19,6,21,26,20,40
2000,38,41,5,9,39,34
2001,34,17,26,25,4,7
2002,45,39,29,9,28,37
2003,20,46,6,42,32,35
2004,38,6,16,14,3,29
2005,2,15,17,16,46,6
2006,13,36,47,5,25,33
2007,22,46,17,15,28,23
2008,32,15,1,39,41,40
2009,47,2,16,7,46,22
2010,4,7,34,6,40,12
2011,31,5,30,4,22,26
2012,3,1,25,14,38,22
2013,13,18,22,30,1,10
2014,18,41,17,39,46,8
2015,35,1,24,34,33,46
2016,13,21,19,11,26,12
2017,19,18,8,40,17,32
2018,36,45,38,30,18,31
2019,8,21,19,20,42,18
2020,47,31,5,18,39,25
2021,6,4,17,39,26,7
2022,11,21,18,30,10,24
2023,40,15,37,22,16,7
2024,26,8,21,20,40,22
2025,28,20,39,38,42,11
2026,41,35,25,24,6,31
2027,36,27,16,46,23,32
2028,7,15,26,37,34,19
2029,16,15,6,14,4,23
2030,5,49,37,40,2,44
2031,31,20,9,23,28,10
2032,43,21,25,47,17,49
2033,13,25,18,39,19,41
2034,25,46,49,35,31,19
2035,27,5,49,19,7,14
2036,9,40,46,29,32,23
2037,44,42,5,6,40,13
2038,43,29,24,46,14,11
2039,46,42,27,5,23,18
2040,23,22,3,7,19,6
2041,23,48,16,32,6,35
2042,47,45,23,21,32,28
2043,25,49,28,33,23,43
2044,44,36,4,45,48,12
2045,28,22,21,31,9,25
2046,29,35,9,4,45,40
2047,44,48,22,12,30,6
2048,16,15,33,40,11,25
2049,17,43,13,35,5,19
2050,19,8,16,29,39,32
2051,23,43,21,32,1,49
2052,20,11,16,41,17,46
2053,9,21,8,35,45,19
2054,38,16,26,29,28,30
2055,22,27,39,4,12,28
2056,20,40,9,32,7,23
2057,17,32,15,1,7,19
2058,43,29,34,1,32,47
2059,8,18,40,34,10,43
2060,37,46,24,18,12,27
2061,7,35,4,18,9,20
2062,37,42,14,10,5,45
2063,49,37,46,8,42,17
2064,1,32,19,40,41,2
2065,8,39,48,18,45,34
2066,11,29,20,3,43,16
2067,8,17,35,40,42,14
2068,3,33,6,23,28,35
2069,17,12,22,8,2,19
